순번,등록일자,지역,유형,장프,티켓구분,공연명,단체명,공연기간,공연장소
1,2018-12-31,서울,공연,연극,할인티켓,[서울]연극열전7 - 세 번째 작품<진실X거짓>,(주)연극열전,2019-01-01~2019-01-10,아트원씨어터 2관
2,2018-12-10,서울,공연,클래식,무료티켓,[서울]조이오브스트링스 신년음악회 <사랑의 인사>(객석나눔),(주)스테이지원,2019-01-02~2019-01-02,예술의전당 IBK챔버홀
3,2018-12-10,서울,공연,클래식,할인티켓,[서울]조이오브스트링스 신년음악회 <사랑의 인사>,(주)스테이지원,2019-01-02~2019-01-02,예술의전당 IBK챔버홀
4,2018-12-28,서울,공연,퍼포먼스,무료티켓,[서울]넌버벌 퍼포먼스 <파이어맨>(객석나눔),(주)에픽씨어터,2019-01-02~2019-07-31,명보아트홀 가온홀
5,2018-12-28,서울,공연,퍼포먼스,할인티켓,[서울]넌버벌 퍼포먼스 <파이어맨>,(주)에픽씨어터,2019-01-02~2019-08-31,명보아트홀 가온홀
6,2018-12-03,경기,공연,뮤지컬,할인티켓,[경기]어린이뮤지컬<출동! 슈퍼윙스> - 파라오를 찾아서!,엔씨컴퍼니,2019-01-04~2019-03-03,한국잡월드 나래울극장
7,2019-01-04,서울,공연,연극,무료티켓,[서울]국희이야기(객석나눔),극단 청춘좌,2019-01-05~2019-03-31,대학로 스카이시어터
8,2019-01-04,서울,공연,연극,할인티켓,[서울]국희이야기,극단 청춘좌,2019-01-05~2019-03-31,대학로 스카이시어터
9,2018-12-04,서울,공연,클래식,무료티켓,[서울]테너 이기용 귀국 독창회(객석나눔),예인예술기획,2019-01-09~2019-01-09,세종문화회관 세종체임버홀
10,2019-01-07,서울,공연,뮤지컬,할인티켓,[서울]뮤지컬<천로역정>,조이피플,2019-01-09~2019-06-27,북촌아트홀
11,2019-01-10,서울,공연,연극,할인티켓,[서울]2018<톡톡>,(주)연극열전,2019-01-11~2019-02-10,대학로 TOM 2관
12,2018-12-27,대구,공연,콘서트,할인티켓,[대구]박경림 리슨 토크콘서트 첫 투어,(주)그린엔터테인먼트,2019-01-12~2019-01-12,대구보건대 인당아트홀
13,2019-01-03,대구,공연,콘서트,무료티켓,[대구]박경림 리슨 토크콘서트 첫 투어(객석나눔),(주)그린엔터테인먼트,2019-01-12~2019-01-12,대구보건대 인당아트홀
14,2019-01-15,경기,공연,클래식,무료티켓,[경기]플레이어즈 필하모닉 오케스트라 신년음악회(객석나눔),예인예술기획,2019-01-18~2019-01-18,성남아트센터 콘서트홀
15,2019-01-15,서울,공연,클래식,무료티켓,[서울]2019 kt와 함께하는 토요일 오후의 클래식(객석나눔),(주)컬쳐비즈글로벌,2019-01-19~2019-03-02,KT체임버홀
16,2019-01-16,경기,공연,클래식,무료티켓,[경기]2019 빈 소년 합창단 신년음악회 - 과천(객석나눔),과천시시설관리공단,2019-01-22~2019-01-22,과천시민회관 대극장
17,2019-01-18,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<수인 - 인간이란 이름의 짐승들>(객석나눔),(주)문화공감공존,2019-01-23~2019-01-27,소극장 혜화당
18,2019-01-09,부산,공연,콘서트,무료티켓,[부산]재즈 와인에 빠지다 128th - 박윤우 TRIO(객석나눔),문화기획단 무대공감,2019-01-25~2019-01-25,해운대문화회관 해운홀(대공연장)
19,2019-01-09,부산,공연,콘서트,할인티켓,[부산]재즈 와인에 빠지다 128th - 박윤우 TRIO,문화기획단 무대공감,2019-01-25~2019-01-25,해운대문화회관 해운홀(대공연장)
20,2018-12-24,부산,공연,아동극,무료티켓,[부산]액션뮤지컬<미니특공대X - 대결！제노스군단>(객석나눔),(주)화랑엔터테인먼트,2019-01-26~2019-01-27,부산문화회관 대극장
21,2018-12-24,부산,공연,아동극,할인티켓,[부산]액션뮤지컬<미니특공대X - 대결！제노스군단>,(주)화랑엔터테인먼트,2019-01-26~2019-01-27,부산문화회관 대극장
22,2019-01-18,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<조 앤 스칼렛 - 바람과 함께 사라진 작은 소녀들>(객석나눔),(주)문화공감공존,2019-01-30~2019-02-03,소극장 혜화당
23,2019-01-25,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<원고료 이백 원 - 작가 강경애를 만나다>(객석나눔),(주)문화공감공존,2019-01-30~2019-02-03,소극장 혜화당
24,2019-01-21,서울,공연,클래식,무료티켓,[서울]클래시칸 앙상블의 세계음악여행 - 오스트리아(객석나눔),(주)마스트미디어,2019-01-31~2019-01-31,신영체임버홀
25,2019-01-28,서울,공연,연극,무료티켓,[서울]술래잡기(객석나눔),위로 컴퍼니,2019-02-01~2019-02-28,대학로 댕로홀(구. 두레홀1관)
26,2019-01-08,부산,공연,연극,무료티켓,[부산]2019년 리얼 생존 현실로코 <썸이필요해>(객석나눔),주식회사플레이더부산,2019-02-01~2019-03-31,부산메트로홀(구AN아트홀RED)
27,2019-01-08,부산,공연,연극,할인티켓,[부산]2019년 리얼 생존 현실로코 <썸이필요해>,주식회사플레이더부산,2019-02-01~2019-03-31,부산메트로홀(구AN아트홀RED)
28,2019-01-16,서울,공연,발레/무용,무료티켓,[서울]국립무용단 명절기획시리즈<설 · 바람>(객석나눔),국립중앙극장,2019-02-05~2019-02-06,국립극장 하늘극장
29,2019-02-01,서울,공연,아동극,무료티켓,[서울]뮤지컬 헬로카봇 시즌4 <찌릿찌릿 전기 대소동>(객석나눔),(주)하쿠나마타타,2019-02-07~2019-02-22,KT&G 상상마당 대치아트홀
30,2019-01-11,서울,공연,아동극,할인티켓,[서울]음악교육극<미술관에 간 윌리>,엔씨컴퍼니,2019-02-07~2019-03-31,한국방송회관 코바코홀
31,2019-01-22,경기,공연,뮤지컬,무료티켓,[경기]100살 모기 소송사건 - 성남(객석나눔),극단 날으는자동차,2019-02-09~2019-02-09,성남시청 온누리홀
32,2019-01-04,제주,공연,아동극,할인티켓,[제주]100만부 베스트셀러 어린이 뮤지컬<누가 내 머리 똥 쌌어?>,아이짬 컴퍼니,2019-02-09~2019-02-10,제주문예회관 대극장
33,2019-01-18,서울,공연,클래식,무료티켓,[서울]문지형 첼로 독주회(객석나눔),예인예술기획,2019-02-10~2019-02-10,예술의전당 리사이틀홀
34,2019-01-22,경기,공연,뮤지컬,무료티켓,[경기]마루의 파란하늘 - 성남(객석나눔),극단 날으는자동차,2019-02-10~2019-02-10,성남아트센터 앙상블시어터
35,2019-01-29,서울,공연,발레/무용,무료티켓,[서울]이철진의 월요 승무이야기(객석나눔),(주)꿈꾸는 공작소,2019-02-11~2019-04-29,대학로 성균소극장
36,2019-01-28,인천,공연,발레/무용,무료티켓,[인천]2019 커피콘서트 스페셜Ⅰ <이원국 발레단 - 사랑의 세레나데>(객석나눔),인천광역시문화예술회관,2019-02-13~2019-02-13,인천문화예술회관 소공연장
37,2019-01-28,인천,공연,발레/무용,할인티켓,[인천]2019 커피콘서트 스페셜Ⅰ <이원국 발레단 - 사랑의 세레나데>,인천광역시문화예술회관,2019-02-13~2019-02-13,인천문화예술회관 소공연장
38,2019-01-25,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<날개>(객석나눔),(주)문화공감공존,2019-02-13~2019-02-17,소극장 혜화당
39,2019-01-25,서울,공연,연극,무료티켓,"[서울]제2회 소설시장 페스티벌<인간, 실격>(객석나눔)",(주)문화공감공존,2019-02-13~2019-02-17,소극장 혜화당
40,2019-01-30,서울,공연,클래식,무료티켓,[서울]국립합창단 제176회 정기연주회<창작합창의 밤>(객석나눔),(재)국립합창단,2019-02-14~2019-02-14,예술의전당 IBK챔버홀
41,2019-01-22,경기,공연,뮤지컬,무료티켓,[경기]100살 모기 소송사건 - 고양(객석나눔),극단 날으는자동차,2019-02-16~2019-02-16,고양어울림누리 별모래극장
42,2019-02-12,부산,공연,콘서트,할인티켓,[부산]보헤미안 '랩소디 퀸' 내한공연&프레디 머큐리 미공개 사진전,(주)월드쇼마켓,2019-02-16~2019-02-16,벡스코 오디토리움
43,2019-01-17,서울,공연,아동극,무료티켓,[서울]가족뮤지컬<어린이 캣’s-3탄> - 신도림(객석나눔),(주)화랑엔터테인먼트,2019-02-16~2019-02-24,신도림 프라임아트홀(신도림 테크노마트 12층)
44,2019-01-17,서울,공연,아동극,할인티켓,[서울]가족뮤지컬<어린이 캣’s-3탄> - 신도림,(주)화랑엔터테인먼트,2019-02-16~2019-02-24,신도림 프라임아트홀(신도림 테크노마트 12층)
45,2019-02-14,서울,공연,연극,할인티켓,[서울]서서농담,주식회사 제이디비엔터테인먼트,2019-02-16~2019-05-25,JDB스퀘어
46,2019-01-22,경기,공연,뮤지컬,무료티켓,[경기]마루의 파란하늘 - 고양(객석나눔),극단 날으는자동차,2019-02-17~2019-02-17,고양어울림누리 별모래극장
47,2019-02-15,서울,공연,국악,무료티켓,[서울]솟대 탈바꿈(객석나눔),공연자협동조합 신,2019-02-19~2019-02-26,대학로 성균소극장
48,2019-01-07,제주,공연,연극,할인티켓,[제주]전 국민을 울린 감동실화 연극<행복 배달부 우수씨>,아이짬 컴퍼니,2019-02-19~2019-03-03,제주 세이레아트센터
49,2019-02-14,서울,공연,연극,할인티켓,[서울]개그 프로듀스 18,주식회사 제이디비엔터테인먼트,2019-02-19~2019-05-31,JDB스퀘어
50,2019-01-31,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<마흔 다섯 미선씨>(객석나눔),(주)문화공감공존,2019-02-20~2019-02-24,소극장 혜화당
51,2019-01-31,서울,공연,연극,무료티켓,[서울]제2회 소설시장 페스티벌<상록수>(객석나눔),(주)문화공감공존,2019-02-20~2019-02-24,소극장 혜화당
52,2019-02-15,서울,공연,연극,무료티켓,"[서울]체홉, 여자를 읽다.(객석나눔)",(주)씨어터오,2019-02-21~2019-03-31,예그린씨어터
53,2019-02-01,부산,공연,콘서트,무료티켓,[부산]재즈 와인에 빠지다 129th - 김요한 TRIO(객석나눔),문화기획단 무대공감,2019-02-22~2019-02-22,해운대문화회관 해운홀(대공연장)
54,2019-02-01,부산,공연,콘서트,할인티켓,[부산]재즈 와인에 빠지다 129th - 김요한 TRIO,문화기획단 무대공감,2019-02-22~2019-02-22,해운대문화회관 해운홀(대공연장)
55,2019-02-07,서울,공연,클래식,무료티켓,[서울]코리안심포니오케스트라 212회 정기연주회(객석나눔),(재)코리안심포니오케스트라,2019-02-22~2019-02-22,예술의전당 콘서트홀
56,2019-02-19,서울,공연,클래식,무료티켓,[서울]이지혜 피아노 독주회(객석나눔),가온클래식,2019-02-22~2019-02-22,세종문화회관 세종체임버홀
57,2019-02-19,서울,공연,클래식,무료티켓,"[서울]독일, 이탈리아의 중세, 바로크 시대로 들어가다!(객석나눔)",(주)마스트미디어,2019-02-22~2019-02-22,신영체임버홀
58,2019-02-19,서울,공연,클래식,할인티켓,[서울]이지혜 피아노 독주회,가온클래식,2019-02-22~2019-02-22,세종문화회관 세종체임버홀
59,2019-02-19,인천,공연,연극,무료티켓,[인천]부평아트센터 소리극<서편제>(객석나눔),(재)인천광역시부평구문화재단,2019-02-22~2019-02-23,부평아트센터 달누리극장
60,2019-01-22,서울,공연,뮤지컬,무료티켓,[서울]100살 모기 소송사건(객석나눔),극단 날으는자동차,2019-02-23~2019-02-23,동덕여대 공연예술센터 대극장
61,2019-02-15,서울,공연,콘서트,무료티켓,[서울]보이스퍼 콘서트 - The first harmony(객석나눔),에버모어뮤직,2019-02-23~2019-02-23,이화여고 100주년 기념관 화암홀
62,2019-02-20,서울,공연,콘서트,무료티켓,[서울]보이스퍼 콘서트 - The first harmony(객석나눔),공연생각,2019-02-23~2019-02-23,이화여고 100주년 기념관 화암홀
63,2019-01-28,서울,공연,아동극,무료티켓,[서울]2019 어린이율동놀이뮤지컬<호비쇼>(객석나눔),(주)화랑엔터테인먼트,2019-02-23~2019-02-24,더케이아트홀(구.서울교육문화회관 대극장)
64,2019-01-28,서울,공연,아동극,할인티켓,[서울]2019 어린이율동놀이뮤지컬<호비쇼>,(주)화랑엔터테인먼트,2019-02-23~2019-02-24,더케이아트홀(구.서울교육문화회관 대극장)
65,2019-02-15,서울,공연,연극,무료티켓,[서울]리얼 프리미엄 코미디 연극<달콤한 의뢰인>(객석나눔),팀플레이예술기획(주),2019-02-23~2019-08-31,대학로 아티스탄홀 
66,2019-02-15,서울,공연,연극,할인티켓,[서울]리얼 프리미엄 코미디 연극<달콤한 의뢰인>,팀플레이예술기획(주),2019-02-23~2019-08-31,대학로 아티스탄홀 
67,2019-01-22,서울,공연,뮤지컬,무료티켓,[서울]마루의 파란하늘(객석나눔),극단 날으는자동차,2019-02-24~2019-02-24,동덕여대 공연예술센터 대극장
68,2019-02-22,서울,공연,전통,무료티켓,[서울]The K-art 우시산의 사계(객석나눔),내드름연희단,2019-02-27~2019-02-28,아르코예술극장 대극장
69,2019-02-22,서울,공연,전통,할인티켓,[서울]The K-art 우시산의 사계,내드름연희단,2019-02-27~2019-02-28,아르코예술극장 대극장
70,2019-02-11,인천,공연,기타,무료티켓,"[인천]100년 후, 꿈꾸었던 세상(객석나눔)",인천광역시문화예술회관,2019-03-01~2019-03-03,인천문화예술회관 대공연장
71,2019-02-20,서울,공연,클래식,할인티켓,[서울]서울시합창단 제152회 정기연주회<유관순 오페라 칸타타>,(재)세종문화회관 서울시합창단,2019-03-02~2019-03-02,세종문화회관 대극장
72,2019-02-01,경기,공연,아동극,무료티켓,[경기]2019 어린이율동놀이뮤지컬<호비쇼> - 경기광주(객석나눔),(주)화랑엔터테인먼트,2019-03-02~2019-03-03,남한산성아트홀 소극장
73,2019-02-01,경기,공연,아동극,할인티켓,[경기]2019 어린이율동놀이뮤지컬<호비쇼> - 경기광주,(주)화랑엔터테인먼트,2019-03-02~2019-03-03,남한산성아트홀 소극장
74,2019-02-27,서울,공연,연극,무료티켓,[서울]자기 앞의 생(객석나눔),(재)국립극단,2019-03-04~2019-03-18,명동예술극장
75,2019-02-27,서울,공연,뮤지컬,무료티켓,"[서울]윤동주, 달을 쏘다.(객석나눔)",(재)서울예술단,2019-03-05~2019-03-06,예술의전당 CJ 토월극장
76,2019-03-04,서울,공연,연극,무료티켓,[서울]2019 SF연극제<마이 리턴 웨딩>(객석나눔),(주)문화공감공존,2019-03-06~2019-03-10,소극장 혜화당
77,2019-02-22,서울,공연,아동극,무료티켓,[서울]Animal Adventure 알록달록 동물원(객석나눔),극단 해보마,2019-03-07~2019-03-10,아르코예술극장 대극장
78,2019-02-22,서울,공연,아동극,할인티켓,[서울]Animal Adventure 알록달록 동물원,극단 해보마,2019-03-07~2019-03-10,아르코예술극장 대극장
79,2019-02-20,서울,공연,국악,무료티켓,"[서울]국립국악원 창작악단 기획공연<청춘, 청어람>(객석나눔)",국립국악원,2019-03-08~2019-03-09,국립국악원 예악당
80,2019-02-22,서울,공연,연극,무료티켓,[서울]2018 창작산실 연극<하거도>(객석나눔),코르코르디움,2019-03-08~2019-03-17,대학로예술극장 대극장
81,2019-01-17,서울,공연,뮤지컬,할인티켓,[서울]넌버벌 퍼포먼스<플라이팬(FLY-PAN)>,(주)월드쇼마켓,2019-03-08~2019-03-24,이화여자대학교 삼성홀
82,2019-02-21,인천,공연,콘서트,무료티켓,[인천]장사익 소리판<자화상七>(객석나눔),인천광역시문화예술회관,2019-03-09~2019-03-09,인천문화예술회관 대공연장
83,2019-02-21,인천,공연,콘서트,할인티켓,[인천]장사익 소리판<자화상七>,인천광역시문화예술회관,2019-03-09~2019-03-09,인천문화예술회관 대공연장
84,2019-02-11,경남,공연,아동극,무료티켓,[경남]2019 어린이율동놀이뮤지컬<호비쇼> - 창원(객석나눔),(주)화랑엔터테인먼트,2019-03-09~2019-03-10,창원 성산아트홀 소극장
85,2019-02-11,경남,공연,아동극,할인티켓,[경남]2019 어린이율동놀이뮤지컬<호비쇼> - 창원,(주)화랑엔터테인먼트,2019-03-09~2019-03-10,창원 성산아트홀 소극장
86,2019-02-08,서울,공연,뮤지컬,할인티켓,[서울]핀란드 캐릭터 가족 뮤지컬<무민 - 소중한 보물>,엔씨컴퍼니,2019-03-09~2019-04-28,예림당아트홀(구.웅진씽크빅 아트홀)
87,2019-02-28,서울,공연,국악,무료티켓,[서울]국립국악원 토요명품공연(객석나눔),국립국악원,2019-03-09~2019-07-27,국립국악원 우면당
88,2019-02-15,서울,공연,연극,할인티켓,[서울]투깝쇼,주식회사 제이디비엔터테인먼트,2019-03-10~2019-05-26,JDB스퀘어
89,2019-03-05,서울,공연,연극,할인티켓,"[서울]체홉, 여자를 읽다.",(주)씨어터오,2019-03-12~2019-03-29,예그린씨어터
90,2019-02-27,경기,공연,연극,무료티켓,[경기]연극<갈팡질팡하다가 내 이럴 줄 알았지> - 과천(객석나눔),과천시시설관리공단,2019-03-16~2019-03-16,과천시민회관 소극장
91,2019-02-13,부산,공연,아동극,무료티켓,[부산]패밀리뮤지컬<핑크퐁랜드 - 황금별을 찾아라>(객석나눔),(주)화랑엔터테인먼트,2019-03-16~2019-03-17,부산문화회관 대극장
92,2019-02-13,부산,공연,아동극,할인티켓,[부산]패밀리뮤지컬<핑크퐁랜드 - 황금별을 찾아라>,(주)화랑엔터테인먼트,2019-03-16~2019-03-17,부산문화회관 대극장
93,2019-02-19,충남,공연,아동극,무료티켓,[충남]2019 어린이율동놀이뮤지컬<호비쇼> - 천안(객석나눔),(주)화랑엔터테인먼트,2019-03-16~2019-03-17,천안시민문화여성회관 성환분관
94,2019-02-19,충남,공연,아동극,할인티켓,[충남]2019 어린이율동놀이뮤지컬<호비쇼> - 천안,(주)화랑엔터테인먼트,2019-03-16~2019-03-17,천안시민문화여성회관 성환분관
95,2019-03-11,서울,공연,아동극,무료티켓,[서울]어린이감성음악극<틀려도괜찮아>(객석나눔),콘텐츠79,2019-03-16~2019-06-02,윤당아트홀 2관
96,2019-03-11,서울,공연,아동극,할인티켓,[서울]어린이감성음악극<틀려도괜찮아>,콘텐츠79,2019-03-16~2019-06-02,윤당아트홀 2관
97,2019-02-26,서울,공연,클래식,무료티켓,[서울]피아노 듀오 유앤킴 리사이틀(객석나눔),가온클래식,2019-03-19~2019-03-19,예술의전당 IBK챔버홀
98,2019-02-26,서울,공연,클래식,할인티켓,[서울]피아노 듀오 유앤킴 리사이틀,가온클래식,2019-03-19~2019-03-19,예술의전당 IBK챔버홀
99,2019-03-07,부산,공연,클래식,무료티켓,[부산]2019 신춘음악회(객석나눔),동래구문화시설사업소,2019-03-19~2019-03-19,동래문화회관 대극장
100,2019-03-15,서울,공연,전통,무료티켓,[서울]2019<궁: 장녹수전>(객석나눔),(재)정동극장,2019-03-19~2019-08-27,서울 정동극장
101,2019-03-04,서울,공연,연극,무료티켓,[서울]2019 SF연극제<벙커맨>(객석나눔),(주)문화공감공존,2019-03-20~2019-03-24,소극장 혜화당
102,2019-03-11,서울,공연,연극,무료티켓,[서울]연극배우 박정자의 드라마 콘서트<꿈속에선 다정하였네>(객석나눔),(재)구로문화재단,2019-03-21~2019-03-23,구로아트밸리 예술극장
103,2019-03-12,경기,공연,아동극,무료티켓,[경기]어린이감성사운드극<리틀뮤지션> - 과천(객석나눔),과천시시설관리공단,2019-03-23~2019-03-23,과천시민회관 소극장
104,2019-02-25,인천,공연,아동극,무료티켓,[인천]2019 어린이율동놀이뮤지컬<호비쇼> - 인천(객석나눔),(주)화랑엔터테인먼트,2019-03-23~2019-03-24,인천문화예술회관 소공연장
105,2019-02-25,인천,공연,아동극,할인티켓,[인천]2019 어린이율동놀이뮤지컬<호비쇼> - 인천,(주)화랑엔터테인먼트,2019-03-23~2019-03-24,인천문화예술회관 소공연장
106,2019-03-19,서울,공연,클래식,무료티켓,[서울]2019 코리안심포니오케스트라 실내악 시리즈(객석나눔),(재)코리안심포니오케스트라,2019-03-24~2019-03-24,예술의전당 IBK챔버홀
107,2019-02-26,서울,공연,클래식,무료티켓,[서울]서명현 귀국 피아노 독주회(객석나눔),예인예술기획,2019-03-26~2019-03-26,금호아트홀
